name,reviews.text,reviews.rating
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Not much negative to say other than I don't like how you buy an Amazon card to put on the tablet and yet they still require a credit card.,4.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Still to new to review but have high hopes for it.,4.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","I use this tablet to control music on my surround sound home speaker system. It works great for that purpose. Streams directly to the receiver with no lag, and fits perfectly on the wall. Great device for this purpose",5.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","Over all pretty good product.i am not so sure if it's got Bluetooth connectivity. i've had it for a few months now and kids seem to enjoy it a lot.certainly I recommend to anyone who wants to give their kids the ""best ""gift.",4.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",The sleek design and colors available for small kids is good. The tablet is a nice price and useful.,3.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Upgraded; easy to use; thinner; very happy with it.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Got this for my wife and she loves it. She had the previous generation and this one is a giant keep forward.,4.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",I love this. This is the best e-reader I have owned. Even thought it has ads it is not a big deal because that can easily be fixed to get rid of the ads on it.,4.0
"Echo (White),,,
Echo (White),,,",Bought this for my daughter and she uses it all the time. I highly recommend it!DD,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Love my new Kindle! I hadn't read in a while and hesitant of a kindle, easy to use, lightweight and convenient to pick up a book. great for outdoor reading. only downside is if you want to read in the dark has no back light. crisp clear text and easy to set up.",5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",This is a neat home automation item. Looking forward to more integration with other home automation brand products.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I have bought multiple fire tablets and will continue too. I would advise to get the protection plan for any problems and we have had a few. The tablets work good for the most part but I would upgrade the memory to 16 if you are going to play a lot of games.,3.0
"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,","Great for reading in the sunlight. As well as light, and easy on the wrist. Great product, but a little speedy.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","comfortable to hold while reading, not easy to rotate.",5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",Useful and fun. Good quality. Good packaging and shipping was easy and fast.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I ordered my fire HD like a week before Christmas. The day I received it I ordered a case for it on amazon and before I even got the case it fell fro! About 2 ft off the floor on carpet and the screen cracked. I called BestBuy and I was told that I had. Free 6 months protection on it so I made an appointment with geek squad my husband called out of work to take me and when we go they tell me that I don't have any protrvtion plan and that there isn't anything they can do for me. Honestly it got to me because I you can't do anything about it its fine just tell me. But don't male me gp allthe way there and waste my time. Ended up buying a better and bigger tablet. Although my amazon fire still works its screen is all cracked oh well.,3.0
"Echo (White),,,
Echo (White),,,","The Amazon Echo is a wonderful addition to my house. I can listen to the music i like, when I want to. I am still learning about all of its other wonderful qualities.",5.0
"Echo (White),,,
Echo (White),,,",The Echo allows you to pipe music through any room in your house. And you can use it for an alarm clock or radio.,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Kindle paperwhite reader is great. Easy way to buy books.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",It is not an iPad but for $40 it is a good tablet. Really good for reading.,4.0
"Echo (White),,,
Echo (White),,,","Great device to have in your household. Ask Alexa the weather or sports scores, even turn on/off lights. Love it.",5.0
"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",BestBuy delivered this on the day of release. Amazon still seems to be back-ordered. It is a great product. Nice and light with uniform screen and snappy performance.,5.0
"Echo (White),,,
Echo (White),,,",I'm not a techno savvy person but found this extremely easy to set up. I have managed to connect my nest thermostat and wemo plug to it. I can't seem to get the Samsung tv to work with it. Oh well. I primarily use it to listen to music and find the sound to be great. One of the best purchases I've made in a long time.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","If you need a basic tablet then the fire works. It falls apart when compared to the iPad mini from a usability, functionality and available apps standpoint.",2.0
"Echo (White),,,
Echo (White),,,",The sound coming from the echo is amazing considering it's small size.,3.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Nice tablet for the price. Just wish it had bluetooth.,3.0
"Echo (White),,,
Echo (White),,,","Exciting technology that blows your mind. Very easy to set up , you won't be disappointed with this product.",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",It runs pretty slow. I wish it ran a faster then it would be great,3.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",The paper white screen is so easy to read in dark and light conditions. I read in bed before going to sleep and the screen brightness is low enough that it doesn't affect your melatonin production so it won't interfere with your sleep cycles. I used to use a tablet but it was too bright and bulky.,5.0
"Echo (White),,,
Echo (White),,,",Fathers day present. Really enjoy Alexa. Works great and comes in handy by the kitchen.,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",I was concerned that I was wasting my money because I already have an iPad. I was WRONG! I LOVE IT!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Bought this for my grandchildren for Christmas as they were always on mine.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",It is easy to set up and easy to use. You can use it to watch videos from the Amazon Prime video or listen to music with the Amazon Prime music or read on the Kindle. Great value for everything you get.,4.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Good and fast for kids does have very good control of parents on that,4.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",It's amazing! Best gift I've bought for my grand babies so far!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","I've been utilizing the Fire 7 for several tasks includeing email, Web searches, & control of my swimming pool equipment controls. Would recommend the Tablet to others.",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I purchase this tablet on Black Friday for my classroom while at work and my toddler while at home. Pros-I've mainly used it at work for Class Dojo and it's good for that purpose. At home I've used it for a Fisher Price ABC app. Both run okay with minimum lag. Cons-The volume is very low and the ads are annoying but for what I'm using it for it works.,4.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","Light and easy to use. Like its feature of back light, by which eyes did not feel sour even with long time of reading.",4.0
"Echo (White),,,
Echo (White),,,",I don't have the other products to go with this so we use it for a room stereo. Produces nice sound and you control using voice commands.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",It is a good kindle for the money. to much junk on the carousel,4.0
"Echo (White),,,
Echo (White),,,","Alexa can tell you the weather, set cooking timer, tell you recipes, Control the lights in your home, and even play music on your favorite stations.",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Great tablet, my son loves it. Great resolution. I might get a second one for my daughter.",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",This is the fourth one I have bought. I love them. So easy to read books or go online.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Good working tablet. Just the right size and glad that I am able to add a memory card. Good apps available for this tablet.,5.0
"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,","To begin with this is the best reader available right now. Brighter than the pw2. Just awesome. Whether or not its a worthwhile upgrade from the paperwhite is another topic. Either way, it's a great piece of hardware- light, good grip, light etc. there is one HUGE issue however! The background light is not uniform- it is tinged yellow towards the top and blue towards the bottom of the device. For a $200 device thats unacceptable! How much that bothers u will be subjective and u wont notice it as much once u get into your book. The problem was present on all 3 devices I purchased (and returned), to the exact same degree. I kept the last one because it still is an awesome reader and it seems like its a production issue. Going through amazon reviews, various online forums- it seems to be present on a large number of devices if not all. Amazon refuses to address the issue, probably because they'll get sued or something for releasing a wonky product, like the iphone antenna problem bottom line- great device, but you have a high risk of receiving a unit with the gradient issue (youtube it if u cant visualize what I'm talking about, tons of videos out there describing it) . How bad it is seems to depend on your personal luck, or which batch your local bestbuy has stock from, and most importantly it will bother you / what youre willing to settle for. In my case, i hated it but there was no alternative- the pw2 seemed like a huge downgrade in a head to head comparison so i decided to keep my voyage and live with it. If thats a problem for you, wait for the 2015 edition. The pw1 had this issue apparently and it was addressed quietly by amazon in the pw2.",4.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","I love that I can play all my Pandora stations with just one command! Sound quality is excellent, she'll change the volume with a simple request. She hasn't been so quick to answer all my questions, but I may not be asking correctly. Makes phone calls from my iPhone. Really fun.",5.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",It has been a great product for our son. Easy to use and excellent for learning and playing games. Video quality is very good as well.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",nice product with low price.i will recomend to my friends.working good.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Very versatile and can be great for kids & adults.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",This is great for someone who LOVES Amazon and has prime. The video playback is in HD and is spectacular,5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","The Amazon Echo is a great tool to keep around the house. We keep ours in the family room/kitchen area. Simply ask Alexa a question and she will provide the answer. Also, link up to Pandora or your Amazon music account and she'll play music for you. Good speakers as well..",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Got this for my dad who is not good with electronics. It's so easy to use he is already on Netflix!,4.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","I purchased this ereader because it stated you could get library booksvia USB cord (and Wifi if you are near one). I do not have Wifi andthe USB would not transfer. Tried everything, neighbor tried, readinstructions, viewed YouTube. But it wouldn't work. Took it back but it was beyond 15 days and they would only give me credit. I then upgraded to Wifi 3g and that better work for the extra money. Very disappointed as I felt I had no other choice.",1.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","I still haven't been able to figures out my kindle, it seems like it has very cool features but learning slowly how to take take full advantage of it.",3.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Great tablet for the price! Perfect for my son !!!,5.0
"Echo (White),,,
Echo (White),,,",It was a present for my daughter and I am in love with the product. I want one for me,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",This is all around a great tablet. My 1yr old can use it with ease. Also love how we can change the profiles to suit adults as well. Would recommend to anyone and all ages.,5.0
"Echo (White),,,
Echo (White),,,",Got this as a birthday gift. Fun for the whole family!!!,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Does a good job of performing basic functions and provides a good amount of entertainment. Good for watching movies or playing simple games or performing simple tasks. Looks good. Seems like it is well made and of good quality materials. Have not had any problems. Battery life is great for the price. Amazon sells a quality product.,4.0
"Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",The Amazon Echo does & is doing what it's supposed too. Works great,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",bought for a birthday gift my daughter loves it. the clarity and the dictionary and vocabulary builder are great tools she says,5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",I loved the amazon echo. Been wanting one since it came out and broke down and got it. Great choice,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","I'm liking this tablet more and more, the more I use it. Great battery life. Easy to use.",4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Good price, easy to work and the Grandkids loved .",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Price was great, tablet not the fastest but easily works with my echo and Amazon Prime.",5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",We bought one for my wife and my mother-in-law and they both love it. Very easy to use.,5.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Very easy setup and better control than ipads. Pleased with performance.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Bought this for my 8 year old in place of a Nabi that didn't work out of the package. Great basic tablet for this.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","I love this tablet, The internet on it is so fast. It is really easy to use.",5.0
"Kindle Paperwhite,,,
Kindle Paperwhite,,,",This is a great reader. As a tablet it will not replace my iPad,5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",My wife loves it plays games with her all the time and shows it of,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Now I can read in the bright sun or in the darkness of the night. Love it!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",This is my second tablet that I have purchased. This one was a gift for other son. He loves it & I recommended it to numerous friends.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Love the ease to download apps and music. The size is perfect and it lights up pretty well,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Got this during Christmas rush and didn't think much of it since it was slightly open. (They had none in stock and needed 4 of them for all my children ) upon opening item , one had a small crack (bearly noticeable ). Increased useage of item cause the screen to spider web... tried to return but no help with management .... store at fountains in El Paso Texas . So I have 3 perfect kindles and one cracked .... very disappointed 1 star",1.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",i use it for reading books and news it has a great screen,4.0
"Echo (White),,,
Echo (White),,,",A real neat gadget that really works. Great tool for the kitchen too,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Besides surfing online, making airfare , hotels, and rental cars reservation's, I am using banking online and able to make payments all my bills to a differents kind of business.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I had to replace my last Kindle so I made a quick run to Best Buy. Got a great deal and purchased the replacement insurance. Kindle works fine. It is slow and needs to be restarted frequently. Pretty much the same as the last Kindle,4.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","Use it every day for news weather, music, alarm clock.",5.0
"Echo (White),,,
Echo (White),,,",I use to control my smart devices in the home and listen to music. my kids also use to help them with their home work.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I am very impressed with the tablet. For the price it is great. Apps load up quick and look great on the tablet. The OS is easy to navigate.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",The Kindle Fire is great for those that are looking for a tablet to use with WiFi and is even better for those that have Amazon Prime. Makes watching your favorite shows and listening to music very easy. Magazines look great as well.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Had a Google Nexus which I really liked but started having issues with the power connection. After replacing the USB connector I still had issues with it so I decided to replace it. Did my research and purchased a Kindle Fire and loved it so much I bought two more to give to my parents.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","This tablet is great! Nice display, and you get the amazon eco-system. Now you can also download google play easily, so you have the best of both worlds.",5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",love this newer kindle easier to read and brighter text,5.0
"Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,","I bought a couple of dots first since I wasn't sure I wanted to spend the money. We enjoyed the dots so much, I bought us an Echo. The speakers are so much better on the Echo than on the Dots, which I already knew from reviews. I have it in my kitchen and can listen to all kinds of music while I am cooking. Echo will tell you jokes, news and weather as well.Very happy with this purchase.",5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","Great gadget. Didn't give it 5 stars because it has no option for a battery, must be plugged in for use. Also, I thought it controlled the TV, but apparently not. Speaker is OK for music if you don't like it loud.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Works great was a gift for daughter she loves it!!,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",I bought this device to use with children in my therapy practice. It is taking me awhile to figure out how to set it up and organize it. IT 'took over' and set up things with Amazon I did not approve such as charging my account and registering me with Prime before I could figure out the settings. The picture quality for the screen is beautiful but the camera photos are very pixelated.,4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",This was my 3rd Kindle and 2nd Fire Kindle!!! I use it for EVERYTHING!!! Hardly use the laptop at ALL anymore. Would HIGHLY recommend!!!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",So far so good seem like a good tablet for general stuff,4.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","The Amazon Echo is a lot of fun and very useful. The ability to add events to a calendar, get the weather and news and play music from your amazon account and others really rocks!!",5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","Easy enough for a toddler to use. Helps her with learning to pronounce words better so Alexa can understand what is being asked. I like the handsfreedom with just using my voice. Also, since I don't have a home phone, allows me to use the app to connect with people I need to speak to in my dwelling.",5.0
"Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,
Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,",My wife has had several Amazon Fire tablets. They all have one major flaw. Visibility in direct sunlight. This product addresses that issue. The Paper White screen is perfect for the days at the pool,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",My mom's not to tech savvy but this opened her world and made every day things she does on her computer at her finger tips while comfortably sitting in her living room or on road trips! About road trips she can book a room just sitting in her car that might of unavailable once she got Inside. I have seen this happen. Smart phones are great but when you get older to have a full screen makes it much easier! She loves also loves to read and there are so many books on Amazon she no longer has to run out the door to the book store or library Very helpful and fun when she can sit down and enjoy a card game with multiple players all over the world when no one is home!,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Fantastic product for a fantastic price and a fantastic service!!!!!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","I was hesitant to buy, thinking the tablet would not be very good, but for the price of $49.99, it's been great for my teenage niece. She uses it to watch movies, FB, You Tube, and web.",5.0
"Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",Alexa makes everything easy! This was the best purchase ever!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I got 2 for my kids for Xmas and there working real good they love them and I love the price better then eBay ones that would only work for some time then will stop charging,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","""Santa"" got this for my 7 y.o. It works well on wi-fi, can link to our movie library via DMA app, add educational apps, and can expand memory via SD card. She can't put it down (much to our chagrin).",5.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",This product is well thoughts the kids seem to like the apps,5.0
"All-New Kindle E-reader - Black, 6 Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers,,","Does what you need, but because it has amazon's name on it, it's expensive",3.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",Alexa has been a great addition to our home. She does many things that we have not began to explore. We just got this for Christmas and look forward to advancing our home with Alexa.,4.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","I bought this for my 87 year old nother who lives alone and I have to say it has far exceeded my wildest dreams. It is easy to learn, easy to train, and has a wealth of aps and tricks you can teach it. I feel like my mom is far safer now with this in the living room and the dot in the rear of the house. Better yet, it actually keeps track of what is asked so there is even a dianostic element to it that can aid in tracking decline in seniors.",5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",It's a great kindle for the price. Eyes don't get tired from reading it,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Broughtt it for a chistmas gift. No complaints yet.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",My son's and daughter love it. They don't have a hard time understanding how to use it.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Got this tablet on sale for $59.99 at Best Buy and got Webroot Internet Security free with purchase. This is not a high end tablet but it works really great for many of the things I do. For the price it can't be beat!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I really like my Kindle Fire. Just make sure that when you get a free month of Amazon Prime that you cancel it before it expires otherwise you will be charged over $100.,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",The kindle is great for reading at night and is very comfortable.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Was looking for a cheap tablet for my a son to use saw this unit on sale on black Friday good unit.,3.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","My kids have the older model fire, smaller version. They can spend hours on it. This is bigger, better version with a larger screen size. Each child is getting a different color so they know whose is which.",4.0
"Echo (White),,,
Echo (White),,,","Still learning the capabilities of Alexa, bot, so far very impressed.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","My niece loves this tablet & I love the Amazon add on that lets me control what she can do, how long she has per day, and when it turns off for the night/ turns on in the morning.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Great for price. Wish the Amazon App store had more apps. Overall good especially for prices.,4.0
"Echo (White),,,
Echo (White),,,",You will be amazed by the sound that comes out of this device. So easy to use and the voice activation allows me to change the station even from a distance. We plan on buying another one because our grown son has enjoyed ours so much .,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Great little cheap android tablet. doesn't have the best of screens or speed, but for the price it cant be beat",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","For reading, games, facebook, twitter, minor surfing the internet, this is a great device. It is small, but not so small as to be difficult to read. Fairly quick and dependable. For the price, it is hard to beat.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Amazon has a great way of stream-lining their platform, operating system, and design style all within this 1 tablet; great product!",5.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Bought this for my 3 year old grandson and he loves it good learning tool along with great fun for him!,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Purchased for 4 yr old granddaughter who primarily uses for Netflix. Works great!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Bought this device for my dad. It is fairly simple for games and internet use.,4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Love my mine! Works great with prime! And I have all my best movies!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black","I use my Fire every day. I'm very satisfied with it's performance and size. The battery last a long time, so I can use the Kindle for hours without recharging.",5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","I did not want to get a new kindle but my old one would not charge or show a charge anymore. I could not depend on it for any length of time so I finally broke down and bought a new one. I am very happy with this one. I was afraid I would lose my music and photos since not all came from the Amazon store. However, everything I had on the old kindle transferred to the new one. I am still learning all about it but so far so good.",5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",My daughter loves this tablet. Uses it for Netflix!,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","New model Paperwhite purchased on first day of release. It is as advertised. Lightweight, easy to read in bright light, adjustable brightness, text size and style and connects to my Kindle library with available wifi.But that's all. No access to any program or games except to buy another book.",5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",Amazon Echo is the best thing you do not know you need. It is nice to have Prime along with it. The speaker fills the house with nice sets on request. Go get one. And you will soon find you want one in other rooms. Dots do nice here.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Amazon Fire is great for reading my Kindle Books, checking email, facebook, or checking out the internet. Haven't ck'd out what else I can do with it, but I'm sure there is a lot.",5.0
"Echo (White),,,
Echo (White),,,",The Amazon Echo is very easy to set up and is very useful. It is also fun to use. I keep learning new things it can do on a daily basis.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","The fire is a decent tablet. It mostly uses the Amazon store so you are limited as to some of the apps. If you want something not HD to watch YouTube or search the net, then it is worth the purchase. For the price it is a well made product.",4.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","I bought this as a gift to my parents. The unfortunate part was that I was a little misinformed about the connectivity between the tablet and a chrome cast that I purchases as well as part of the gift. The tablet is not compatible with the table and that was a little disappointing. Other than that, it's an alright product.",3.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",Does not do as much as expected. Has a hard time finding information. Has to have extra things to work well I.e. Monthly fee,3.0
"Echo (White),,,
Echo (White),,,",We have a smoke glass case so this works excellent for us.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","OK its not an iPad, but it is a very good tablet for less than 100 dollars.My only complaint is that it don't have a true GPS chip and relies on your WiFi reported location for apps and therefore some apps cannot be loaded on this device that rely on a true GPS. But it is a great travel tablet and with an SD card you can download your Amazon or other content and watch offline. A great travel tablet!",5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",So easy to read & defines words you are not familiar with.,5.0
